,text,emotion_label,stress_label
358,cemas mikirin masa depan banget asli tadi pagi sendiri,anxious,0.86
359,cemas mikirin masa depan di rumah sama temen kantor,anxious,0.7
360,kenapa sih harus bikin masalah terus dari tadi kepikiran di rumah,angry,0.67
361,lagi duduk sambil denger musik hari ini di rumah sendiri,neutral,0.42
362,emosi lihat komentar orang tadi sumpah waktu malam sama dia,angry,0.82
363,akhir minggu ini seru banget banget pas perjalanan,happy,0.13
364,khawatir sama kondisi sekarang sumpah bareng temen sama keluarga,anxious,0.93
365,hari ini berat banget dijalanin hari ini tadi pagi sama temen kantor,sad,0.61
366,kehilangan semangat buat ngapa ngapain tapi yaudahlah di rumah sama temen kantor,sad,0.8
367,ngerasa sendirian akhir akhir ini banget pas perjalanan sama temen kantor,sad,0.58
368,rasanya sedih banget akhir akhir ini agak random sih sama keluarga,sad,0.61
369,hari ini berat banget dijalanin dari tadi kepikiran waktu malam sama temen kantor,sad,0.71
370,akhir minggu ini seru banget jujur aja di kantor,happy,0.2
371,anxious banget sebelum meeting tadi waktu malam,anxious,0.86
372,udah sabar tapi masih dibohongin banget asli tadi pagi sama dia,angry,0.72
373,akhirnya tugas selesai juga lega banget banget asli di kantor sama dia,happy,0.27
374,hari ini produktif dan mood bagus sumpah pas perjalanan sama dia,happy,0.3
375,malam ini kepikiran terus jadi sedih dari tadi kepikiran pas perjalanan sama dia,sad,0.59
376,tadi pagi pergi sebentar ke minimarket dari tadi kepikiran pas perjalanan sama dia,neutral,0.29
377,senyum sendiri pas inget kejadian tadi banget asli tadi pagi,happy,0.08
378,masih susah move on dari kejadian itu banget asli tadi pagi sama temen kantor,sad,0.78
379,marah banget karena kerjaan berantakan di kantor sama temen kantor,angry,0.9
380,sekarang lagi nonton youtube padahal udah coba santai,neutral,0.32
381,besok ada jadwal meeting rutin wkwk di rumah sama keluarga,neutral,0.4
382,rasanya sedih banget akhir akhir ini jujur aja waktu malam sama keluarga,sad,0.76
383,anxious banget sebelum meeting tadi jujur aja di kampus sama keluarga,anxious,0.94
384,kepikiran banyak hal sampai susah tidur wkwk tadi pagi sama keluarga,anxious,0.85
385,kepikiran banyak hal sampai susah tidur agak random sih pas perjalanan sama dia,anxious,0.78
386,akhirnya lolos interview kerja wkwk di rumah sendiri,happy,0.27
387,kenapa sih harus bikin masalah terus banget asli tadi pagi sama dia,angry,0.73
388,kehilangan semangat buat ngapa ngapain tapi yaudahlah waktu malam sendiri,sad,0.66
389,lagi baca berita sambil santai dari tadi kepikiran pas perjalanan sendiri,neutral,0.38
390,marah banget karena kerjaan berantakan serius di kantor sama dia,angry,0.92
391,akhirnya lolos interview kerja hari ini pas perjalanan sama temen kantor,happy,0.12
392,cemas mikirin masa depan jujur aja tadi pagi sendiri,anxious,0.76
393,habis beresin kamar dan lanjut kerja sih tadi pagi sama dia,neutral,0.37
394,rasanya gugup terus hari ini wkwk tadi pagi,anxious,0.82
395,rasanya pengen marah terus hari ini tadi pagi sendiri,angry,0.77
396,rasanya kosong aja hari ini hari ini pas perjalanan sama keluarga,sad,0.76
397,akhirnya tugas selesai juga lega banget sih di kantor sama dia,happy,0.13
398,dapat kabar baik dari keluarga tadi pagi agak random sih bareng temen sama temen kantor,happy,0.22
399,kesal banget hari ini serius pas perjalanan sama keluarga,angry,0.93
400,bingung dan takut ambil keputusan agak random sih bareng temen sama temen kantor,anxious,0.95
401,masih susah move on dari kejadian itu sama dia,sad,0.82
402,khawatir sama kondisi sekarang sih bareng temen sendiri,anxious,0.82
403,takut kalau hasilnya jelek jujur aja waktu malam,anxious,0.91
404,emosi lihat komentar orang tadi tapi yaudahlah sendiri,angry,0.73
405,deg degan nunggu hasil pengumuman serius tadi pagi sama keluarga,anxious,0.76
406,kecewa banget sama hasilnya dari tadi kepikiran pas perjalanan sama dia,sad,0.59
407,anxious banget sebelum meeting tadi sumpah di rumah sama dia,anxious,0.89
408,hari ini berat banget dijalanin dari tadi kepikiran bareng temen,sad,0.73
409,hari ini berat banget dijalanin dan kepikiran terus di rumah sama temen kantor,sad,0.79
410,kehilangan semangat buat ngapa ngapain tapi yaudahlah di kantor,sad,0.67
411,khawatir sama kondisi sekarang hari ini di rumah sama keluarga,anxious,0.96
412,dapat kabar baik dari keluarga tadi pagi jujur aja di kantor sama dia,happy,0.2
413,habis beresin kamar dan lanjut kerja banget asli bareng temen sama keluarga,neutral,0.4
414,udah sabar tapi masih dibohongin wkwk di kampus sama dia,angry,0.77
415,hari ini ga ada hal spesial jujur aja tadi pagi sama keluarga,neutral,0.38
416,anxious banget sebelum meeting tadi dari tadi kepikiran pas perjalanan,anxious,0.83
417,habis beresin kamar dan lanjut kerja agak random sih waktu malam sendiri,neutral,0.38
418,sekarang lagi nonton youtube sih bareng temen,neutral,0.3
419,takut gagal di presentasi besok sumpah bareng temen,anxious,0.88
420,kehilangan semangat buat ngapa ngapain wkwk tadi pagi sama keluarga,sad,0.69
421,takut gagal di presentasi besok sih,anxious,0.82
422,besok ada jadwal meeting rutin banget asli di kampus,neutral,0.21
423,masih susah move on dari kejadian itu agak random sih waktu malam sama dia,sad,0.67
424,deg degan nunggu hasil pengumuman sumpah bareng temen sama dia,anxious,0.72
425,rasanya sedih banget akhir akhir ini banget sendiri,sad,0.73
426,kenapa sih harus bikin masalah terus wkwk di rumah sama keluarga,angry,0.78
427,deg degan nunggu hasil pengumuman padahal udah coba santai pas perjalanan sama temen kantor,anxious,0.73
428,baru selesai makan siang tadi di kampus,neutral,0.36
429,deg degan nunggu hasil pengumuman di kantor sama keluarga,anxious,0.86
430,akhirnya tugas selesai juga lega banget tapi yaudahlah sama temen kantor,happy,0.19
431,kesal banget hari ini sumpah bareng temen,angry,0.92
432,orang itu bikin emosi banget wkwk pas perjalanan sama keluarga,angry,0.72
433,capek sama keadaan sekarang agak random sih di rumah sama keluarga,sad,0.73
434,kenapa sih harus bikin masalah terus dari tadi kepikiran di kampus sama dia,angry,0.86
435,rasanya kosong aja hari ini serius sama dia,sad,0.76
436,hari ini biasa aja seperti biasanya hari ini sama temen kantor,neutral,0.38
437,malam ini kepikiran terus jadi sedih agak random sih sama temen kantor,sad,0.62
438,khawatir sama kondisi sekarang di kantor sama keluarga,anxious,0.96
439,akhir minggu ini seru banget sih waktu malam sama temen kantor,happy,0.15
440,sekarang lagi nonton youtube dari tadi kepikiran di kantor sama dia,neutral,0.22
441,aku cuma pengen istirahat sebentar dan kepikiran terus bareng temen sama dia,sad,0.57
442,takut gagal di presentasi besok sih bareng temen,anxious,0.85
443,kehilangan semangat buat ngapa ngapain agak random sih tadi pagi sama keluarga,sad,0.61
444,senyum sendiri pas inget kejadian tadi padahal udah coba santai pas perjalanan sama keluarga,happy,0.09
445,anxious banget sebelum meeting tadi padahal udah coba santai di kantor sama dia,anxious,0.9
446,seneng banget hari ini ketemu temen lama dan kepikiran terus bareng temen sama dia,happy,0.13
447,marah banget karena kerjaan berantakan serius bareng temen sendiri,angry,0.74
448,kenapa sih harus bikin masalah terus hari ini tadi pagi,angry,0.71
449,sekarang lagi nonton youtube dari tadi kepikiran tadi pagi,neutral,0.37
450,kenapa sih harus bikin masalah terus agak random sih di kantor sama dia,angry,0.79
451,hari ini produktif dan mood bagus pas perjalanan sama keluarga,happy,0.11
452,takut kalau hasilnya jelek banget asli di kantor sendiri,anxious,0.81
453,makan favorit hari ini bikin bahagia padahal udah coba santai pas perjalanan,happy,0.07
454,capek ngadepin orang yang egois banget asli di rumah sama keluarga,angry,0.88
455,kenapa sih harus bikin masalah terus serius tadi pagi sama keluarga,angry,0.78
456,rasanya kosong aja hari ini sumpah pas perjalanan sama dia,sad,0.72
457,kepikiran banyak hal sampai susah tidur sih di kampus sama temen kantor,anxious,0.94
458,aku cuma pengen istirahat sebentar wkwk tadi pagi,sad,0.67
459,orang itu bikin emosi banget sih pas perjalanan sama temen kantor,angry,0.91
460,rasanya pengen marah terus sama dia,angry,0.74
461,capek ngadepin orang yang egois padahal udah coba santai tadi pagi,angry,0.89
462,rasanya sedih banget akhir akhir ini banget asli bareng temen sama temen kantor,sad,0.57
463,rasanya gugup terus hari ini dan kepikiran terus tadi pagi sama dia,anxious,0.95
464,baru selesai makan siang tadi tapi yaudahlah di rumah sama dia,neutral,0.29
465,khawatir sama kondisi sekarang padahal udah coba santai sama keluarga,anxious,0.74
466,lagi duduk sambil denger musik banget asli di kantor sama dia,neutral,0.36
467,bingung dan takut ambil keputusan serius tadi pagi,anxious,0.75
468,khawatir sama kondisi sekarang dan kepikiran terus di kantor sendiri,anxious,0.93
469,capek sama keadaan sekarang dari tadi kepikiran pas perjalanan,sad,0.79
470,kepikiran banyak hal sampai susah tidur wkwk di rumah sama temen kantor,anxious,0.78
471,makasih ya udah bikin hariku lebih baik banget asli bareng temen sama temen kantor,happy,0.1
472,senyum sendiri pas inget kejadian tadi tapi yaudahlah di rumah,happy,0.14
473,hari ini produktif dan mood bagus bareng temen,happy,0.08
474,besok ada jadwal meeting rutin jujur aja sendiri,neutral,0.29
475,akhirnya tugas selesai juga lega banget sumpah di kampus,happy,0.11
476,bingung dan takut ambil keputusan tapi yaudahlah di kantor sendiri,anxious,0.81
477,cuaca hari ini lumayan panas tapi yaudahlah sama temen kantor,neutral,0.2
478,takut gagal di presentasi besok tapi yaudahlah di rumah sendiri,anxious,0.77
479,capek ngadepin orang yang egois serius bareng temen sama keluarga,angry,0.9
480,masih susah move on dari kejadian itu padahal udah coba santai,sad,0.56
481,emosi lihat komentar orang tadi bareng temen sendiri,angry,0.89
482,tadi pagi pergi sebentar ke minimarket banget asli bareng temen,neutral,0.4
483,ngerasa sendirian akhir akhir ini wkwk di kantor sama keluarga,sad,0.7
484,bingung dan takut ambil keputusan di rumah sama dia,anxious,0.72
485,akhir minggu ini seru banget sumpah tadi pagi,happy,0.12
486,geram banget sama pelayanan tadi padahal udah coba santai di rumah,angry,0.89
487,deg degan nunggu hasil pengumuman banget asli tadi pagi sama keluarga,anxious,0.83
488,orang itu bikin emosi banget dari tadi kepikiran waktu malam,angry,0.72
489,akhirnya lolos interview kerja banget asli bareng temen sama keluarga,happy,0.2
490,rasanya sedih banget akhir akhir ini jujur aja di kampus sama keluarga,sad,0.63
491,orang itu bikin emosi banget dan kepikiran terus pas perjalanan sama temen kantor,angry,0.87
492,dapat kabar baik dari keluarga tadi pagi tapi yaudahlah di rumah,happy,0.14
493,takut kalau hasilnya jelek hari ini di kampus sendiri,anxious,0.92
494,capek ngadepin orang yang egois,angry,0.88
495,kepikiran banyak hal sampai susah tidur serius pas perjalanan sama dia,anxious,0.93
496,capek ngadepin orang yang egois jujur aja waktu malam sama dia,angry,0.66
497,hari ini biasa aja seperti biasanya agak random sih waktu malam sama dia,neutral,0.27
498,sekarang lagi nonton youtube wkwk pas perjalanan sendiri,neutral,0.22
499,rasanya sedih banget akhir akhir ini banget waktu malam sendiri,sad,0.58
500,senyum sendiri pas inget kejadian tadi banget sama keluarga,happy,0.16
501,hari ini biasa aja seperti biasanya sih di rumah sama keluarga,neutral,0.34
502,takut gagal di presentasi besok tapi yaudahlah pas perjalanan sama dia,anxious,0.74
503,geram banget sama pelayanan tadi wkwk tadi pagi sama dia,angry,0.88
504,tadi pagi pergi sebentar ke minimarket sih di kantor sama dia,neutral,0.28
505,cuaca hari ini lumayan panas sih pas perjalanan sama dia,neutral,0.45
506,dapat kabar baik dari keluarga tadi pagi agak random sih sama keluarga,happy,0.1
507,habis beresin kamar dan lanjut kerja banget asli pas perjalanan sendiri,neutral,0.31
508,sekarang lagi nonton youtube agak random sih tadi pagi sama keluarga,neutral,0.29
509,kecewa banget sama hasilnya serius tadi pagi sama dia,sad,0.64
510,rasanya kosong aja hari ini dari tadi kepikiran tadi pagi sama keluarga,sad,0.66
511,dapat kabar baik dari keluarga tadi pagi banget waktu malam sama dia,happy,0.24
512,deg degan nunggu hasil pengumuman banget di kantor sama keluarga,anxious,0.74
513,rasanya gugup terus hari ini waktu malam sendiri,anxious,0.96
514,orang itu bikin emosi banget dan kepikiran terus waktu malam sama temen kantor,angry,0.71
515,besok ada jadwal meeting rutin sumpah sendiri,neutral,0.25
516,makasih ya udah bikin hariku lebih baik agak random sih waktu malam sendiri,happy,0.16
517,masih susah move on dari kejadian itu agak random sih sama dia,sad,0.71
518,hari ini biasa aja seperti biasanya agak random sih pas perjalanan sendiri,neutral,0.36
519,cuaca hari ini lumayan panas wkwk waktu malam sendiri,neutral,0.4
520,takut kalau hasilnya jelek sumpah di kantor sama temen kantor,anxious,0.88
521,habis beresin kamar dan lanjut kerja sih bareng temen sama dia,neutral,0.38
522,ngerasa sendirian akhir akhir ini hari ini bareng temen sama dia,sad,0.58
523,khawatir sama kondisi sekarang banget asli bareng temen sama dia,anxious,0.97
524,kesel banget sama orang yang ga tepat waktu serius di kampus sama dia,angry,0.66
525,ngerasa sendirian akhir akhir ini tapi yaudahlah di rumah,sad,0.83
526,aku cuma pengen istirahat sebentar dan kepikiran terus tadi pagi sama dia,sad,0.67
527,orang itu bikin emosi banget sih di kampus sama dia,angry,0.66
528,rasanya pengen marah terus hari ini di rumah sendiri,angry,0.72
529,kesel banget sama orang yang ga tepat waktu banget di kantor sama temen kantor,angry,0.69
530,capek sih tapi puas hasilnya bagus pas perjalanan sama temen kantor,happy,0.29
531,makasih ya udah bikin hariku lebih baik serius pas perjalanan,happy,0.3
532,akhirnya tugas selesai juga lega banget sumpah sama keluarga,happy,0.24
533,rasanya pengen marah terus tapi yaudahlah bareng temen sama temen kantor,angry,0.91
534,hari ini berat banget dijalanin tadi pagi sama dia,sad,0.82
535,orang itu bikin emosi banget banget asli bareng temen sama dia,angry,0.71
536,sekarang lagi nonton youtube dan kepikiran terus sama temen kantor,neutral,0.35
537,hari ini ga ada hal spesial sumpah bareng temen sama dia,neutral,0.23
538,dapat kabar baik dari keluarga tadi pagi agak random sih tadi pagi sendiri,happy,0.2
539,orang itu bikin emosi banget padahal udah coba santai di kantor,angry,0.86
540,kepikiran banyak hal sampai susah tidur sumpah di kantor sama dia,anxious,0.91
541,capek sama keadaan sekarang sendiri,sad,0.58
542,cemas mikirin masa depan agak random sih,anxious,0.87
543,kecewa banget sama hasilnya tapi yaudahlah di kantor sama keluarga,sad,0.72
544,sekarang lagi nonton youtube sumpah di rumah,neutral,0.34
545,udah sabar tapi masih dibohongin serius di kantor sama temen kantor,angry,0.72
546,lagi duduk sambil denger musik tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.37
547,akhirnya tugas selesai juga lega banget serius di rumah sendiri,happy,0.16
548,anxious banget sebelum meeting tadi dan kepikiran terus di kantor,anxious,0.93
549,tadi pagi pergi sebentar ke minimarket padahal udah coba santai di rumah sama dia,neutral,0.25
550,capek sih tapi puas hasilnya bagus hari ini di kantor,happy,0.24
551,aku cuma pengen istirahat sebentar tadi pagi sendiri,sad,0.75
552,aku cuma pengen istirahat sebentar banget asli di kantor sendiri,sad,0.79
553,akhir akhir ini overthinking terus padahal udah coba santai pas perjalanan sama keluarga,anxious,0.77
554,seneng banget hari ini ketemu temen lama agak random sih di kantor sama temen kantor,happy,0.21
555,geram banget sama pelayanan tadi agak random sih pas perjalanan sendiri,angry,0.79
556,hari ini biasa aja seperti biasanya hari ini tadi pagi sendiri,neutral,0.32
557,hari ini ga ada hal spesial sumpah di rumah sama dia,neutral,0.33
558,udah sabar tapi masih dibohongin waktu malam sendiri,angry,0.86
559,aku cuma pengen istirahat sebentar padahal udah coba santai pas perjalanan sendiri,sad,0.64
560,hari ini biasa aja seperti biasanya padahal udah coba santai di kampus sama dia,neutral,0.41
561,makan favorit hari ini bikin bahagia sama dia,happy,0.17
562,cemas mikirin masa depan dan kepikiran terus tadi pagi sama dia,anxious,0.71
